index	WEO_Subject_Code	ISO	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates_Start_After
2534	LP	FRA	53.731	54.029	54.335	54.65	54.895	55.157	55.411	55.682	55.966	56.27	56.577	56.841	57.111	57.369	57.565	57.753	57.936	58.116	58.299	58.497	58.858	59.267	59.686	60.102	60.505	60.963	61.4	61.795	62.135	62.466	62.765	63.07	63.376	63.698	64.028	64.344	64.605	64.9	65.197	65.496	65.796	66.097	66.399	2016
2535	GGR	FRA	207.094	236.61	276.832	312.397	344.684	372.278	394.969	420.14	442.764	473.245	499.815	525.621	539.638	554.853	577.047	600.966	634.052	653.645	678.536	710.816	739.829	768.891	784.546	801.114	838.869	880.9	929.437	966.674	994.078	961.731	992.227	1,046.58	1,085.57	1,119.89	1,141.80	1,166.28	1,184.41	1,214.07	1,245.88	1,285.36	1,328.62	1,374.46	1,423.13	2015
2536	GGR_NGDP	FRA	45.695	46.242	47.084	47.854	48.571	48.951	48.293	48.863	47.638	47.235	47.214	47.909	47.468	48.315	48.641	49.06	50.364	50.29	49.937	50.478	49.81	49.778	49.211	48.925	49.035	49.713	50.151	49.683	49.807	49.599	49.649	50.822	52.018	52.944	53.356	53.473	53.21	53.28	53.131	53.131	53.131	53.131	53.131	2015
2537	GGX	FRA	208.946	248.791	293.349	328.801	363.885	394.652	420.858	437.197	466.294	490.809	525.243	556.634	591.416	627.189	640.746	663.738	683.147	700.774	711.237	733.042	759.412	791.08	833.772	864.309	898.557	936.989	972.837	1,016.17	1,057.61	1,100.61	1,128.02	1,151.54	1,186.02	1,205.27	1,226.64	1,242.79	1,257.41	1,287.90	1,312.14	1,339.01	1,369.24	1,402.71	1,438.22	2015
2538	GGX_NGDP	FRA	46.103	48.623	49.893	50.367	51.277	51.893	51.459	50.847	50.169	48.988	49.615	50.736	52.023	54.614	54.01	54.184	54.263	53.917	52.344	52.057	51.128	51.215	52.298	52.784	52.524	52.878	52.493	52.227	52.99	56.761	56.444	55.919	56.831	56.98	57.321	56.981	56.489	56.52	55.956	55.348	54.755	54.222	53.694	2015
2539	GGXCNL	FRA	-1.852	-12.181	-16.516	-16.404	-19.202	-22.374	-25.89	-17.057	-23.53	-17.564	-25.428	-31.013	-51.778	-72.336	-63.699	-62.773	-49.095	-47.129	-32.701	-22.226	-19.584	-22.189	-49.226	-63.196	-59.688	-56.089	-43.4	-49.492	-63.533	-138.878	-135.795	-104.961	-100.448	-85.376	-84.846	-76.509	-72.997	-73.828	-66.259	-53.654	-40.621	-28.241	-15.094	2015
2540	GGXCNL_NGDP	FRA	-0.409	-2.381	-2.809	-2.513	-2.706	-2.942	-3.166	-1.984	-2.532	-1.753	-2.402	-2.827	-4.555	-6.299	-5.369	-5.124	-3.9	-3.626	-2.407	-1.578	-1.318	-1.437	-3.088	-3.859	-3.489	-3.165	-2.342	-2.544	-3.183	-7.162	-6.795	-5.097	-4.813	-4.036	-3.965	-3.508	-3.279	-3.24	-2.826	-2.218	-1.624	-1.092	-0.564	2015
2541	GGSB	FRA	-0.737	-7.547	-11.351	-11.347	-10.975	-11.469	-14.599	-5.73	-21.281	-23.589	-35.01	-35.553	-53.052	-58.846	-51.178	-50.539	-31.245	-29.22	-22.213	-18.57	-29.114	-32.308	-53.567	-58.457	-60.579	-64.512	-52.77	-68.792	-76.869	-109.958	-114.845	-93.75	-75.897	-55.944	-51.648	-45.108	-43.175	-49.259	-48.602	-42.209	-34.427	-26.875	-22.479	2015
2542	GGSB_NPGDP	FRA	-0.162	-1.456	-1.915	-1.711	-1.514	-1.468	-1.739	-0.65	-2.28	-2.384	-3.366	-3.262	-4.678	-5.013	-4.234	-4.051	-2.42	-2.194	-1.614	-1.315	-1.984	-2.114	-3.369	-3.544	-3.546	-3.643	-2.872	-3.601	-3.889	-5.514	-5.638	-4.509	-3.573	-2.588	-2.353	-2.023	-1.902	-2.126	-2.047	-1.731	-1.371	-1.038	-0.841	2015
2543	GGXONLB	FRA	0.867	-7.361	-10.918	-7.215	-8.311	-9.357	-11.201	-1.324	-6.804	1.338	-3.51	-6.944	-24.945	-42.722	-31.32	-28.128	-11.202	-7.624	6.891	15.558	18.697	17.832	-7.221	-22.382	-16.978	-13.17	0.437	-1.584	-10.959	-95.813	-90.411	-54.027	-49.553	-39.39	-40.637	-35.49	-32.459	-36.102	-29.068	-14.49	0.937	17.129	34.363	2015
2544	GGXONLB_NGDP	FRA	0.191	-1.439	-1.857	-1.105	-1.171	-1.23	-1.37	-0.154	-0.732	0.134	-0.332	-0.633	-2.194	-3.72	-2.64	-2.296	-0.89	-0.587	0.507	1.105	1.259	1.154	-0.453	-1.367	-0.992	-0.743	0.024	-0.081	-0.549	-4.941	-4.524	-2.624	-2.374	-1.862	-1.899	-1.627	-1.458	-1.584	-1.24	-0.599	0.037	0.662	1.283	2015
2545	GGXWDN	FRA	n/a	n/a	n/a	85.54	107.184	172.351	207.935	211.706	230.342	249.299	271.474	309.492	353.977	410.026	493.598	561.8	617.9	649.9	683.8	707.2	734.3	761.7	813.6	897.2	965.8	1,039.70	1,071.30	1,126.00	1,204.90	1,361.20	1,479.00	1,582.80	1,681.80	1,766.20	1,848.50	1,905.70	1,966.58	2,030.38	2,088.74	2,136.23	2,170.09	2,191.17	2,198.66	2015
2546	GGXWDN_NGDP	FRA	n/a	n/a	n/a	13.103	15.104	22.663	25.424	24.622	24.783	24.883	25.644	28.21	31.137	35.704	41.607	45.862	49.081	50.002	50.325	50.222	49.438	49.313	51.033	54.793	56.454	58.675	57.806	57.872	60.37	70.201	74.006	76.862	80.587	83.498	86.38	87.375	88.349	89.104	89.075	88.302	86.78	84.701	82.084	2015
2547	GGXWDG	FRA	94.1	112.4	148.6	173.6	205.7	232.6	255	288.3	311.2	343.4	374.9	398.2	454.9	531.7	588.6	683.6	751.4	794.1	829.4	847.5	870.4	897.3	956.8	1,050.30	1,123.50	1,189.80	1,193.30	1,252.00	1,357.30	1,530.70	1,631.70	1,753.70	1,868.30	1,952.70	2,038.20	2,097.40	2,151.31	2,219.49	2,283.34	2,337.00	2,377.62	2,405.86	2,420.95	2015
2548	GGXWDG_NGDP	FRA	20.763	21.967	25.274	26.592	28.986	30.585	31.179	33.53	33.482	34.275	35.414	36.295	40.014	46.299	49.615	55.806	59.685	61.097	61.04	60.185	58.601	58.092	60.015	64.143	65.673	67.145	64.389	64.348	68.006	78.942	81.647	85.161	89.524	92.315	95.245	96.164	96.648	97.403	97.374	96.601	95.079	93	90.383	2015
2549	NGDP_FY	FRA	453.211	511.673	587.952	652.816	709.648	760.509	817.854	859.827	929.444	1,001.90	1,058.63	1,097.11	1,136.84	1,148.40	1,186.35	1,224.97	1,258.95	1,299.74	1,358.78	1,408.16	1,485.30	1,544.63	1,594.26	1,637.44	1,710.76	1,771.98	1,853.27	1,945.67	1,995.85	1,939.02	1,998.48	2,059.28	2,086.93	2,115.26	2,139.96	2,181.06	2,225.92	2,278.66	2,344.93	2,419.24	2,500.67	2,586.95	2,678.54	2015
2550	BCA	FRA	-4.176	-4.773	-12.129	-4.715	-0.756	-0.352	2.354	-4.452	-4.665	-4.636	-9.87	-6.188	3.836	9.189	8.171	7.338	19.362	54.072	55.511	63.144	36.079	39.381	31.739	29.016	23.94	10.524	10.468	2.477	-27.628	-22.466	-22.171	-28.336	-32.747	-24.551	-30.294	-4.832	-26.846	-22.857	-11.247	-0.825	4.495	9.047	13.026	2016
2551	BCA_NGDPD	FRA	-0.593	-0.768	-2.055	-0.835	-0.142	-0.063	0.303	-0.474	-0.455	-0.449	-0.772	-0.483	0.272	0.69	0.582	0.455	1.199	3.697	3.669	4.203	2.629	2.847	2.108	1.567	1.126	0.477	0.45	0.093	-0.941	-0.832	-0.836	-0.989	-1.221	-0.874	-1.065	-0.2	-1.09	-0.944	-0.453	-0.032	0.17	0.331	0.463	2016
2552	NGDP_R	GAB	2,595.28	2,491.47	2,593.62	2,645.50	2,775.12	2,936.08	2,874.42	2,431.76	2,516.87	2,905.24	3,054.76	3,241.82	3,141.75	3,265.75	3,386.99	3,555.46	3,684.35	3,895.77	4,031.26	3,670.73	3,601.61	3,679.03	3,685.90	3,748.59	3,790.57	3,760.76	3,689.00	3,922.62	3,990.57	3,899.62	4,144.15	4,438.04	4,671.08	4,928.79	5,147.39	5,347.05	5,468.06	5,521.35	5,668.28	5,901.50	6,174.82	6,466.37	6,783.29	2015
2553	NGDP_RPCH	GAB	--	-4	4.1	2	4.9	5.8	-2.1	-15.4	3.5	15.431	5.147	6.124	-3.087	3.947	3.713	4.974	3.625	5.738	3.478	-8.943	-1.883	2.15	0.187	1.701	1.12	-0.786	-1.908	6.333	1.733	-2.279	6.27	7.092	5.251	5.517	4.435	3.879	2.263	0.975	2.661	4.115	4.631	4.722	4.901	2015
2554	NGDP	GAB	963.205	1,117.08	1,266.06	1,405.67	1,550.07	1,678.29	1,693.20	1,111.76	1,214.95	1,422.22	1,725.76	1,623.13	1,576.33	1,630.20	2,477.83	2,635.85	3,101.85	3,310.89	2,816.67	3,057.34	3,842.28	3,679.03	3,701.27	3,776.24	4,097.53	4,989.26	5,309.45	5,961.58	6,944.82	5,738.12	7,111.48	8,581.58	8,766.49	8,690.52	8,988.33	8,494.96	8,459.58	8,772.70	9,055.54	9,537.12	10,058.51	10,726.10	11,394.13	2015
2555	NGDPD	GAB	4.559	4.111	3.853	3.689	3.547	3.736	4.889	3.699	4.079	4.458	6.339	5.754	5.955	5.757	4.463	5.281	6.064	5.673	4.774	4.966	5.397	5.019	5.31	6.497	7.756	9.459	10.154	12.439	15.509	12.152	14.359	18.203	17.181	17.596	18.209	14.37	14.273	14.208	14.619	15.399	16.251	17.282	18.358	2015
2556	NGDP_D	GAB	37.114	44.836	48.814	53.135	55.856	57.161	58.906	45.718	48.272	48.954	56.494	50.068	50.174	49.918	73.157	74.135	84.19	84.987	69.871	83.29	106.682	100	100.417	100.737	108.098	132.666	143.927	151.98	174.031	147.145	171.603	193.364	187.676	176.322	174.619	158.872	154.709	158.887	159.758	161.605	162.896	165.875	167.974	2015
2557	NGDPRPC	GAB	3,468,940.43	3,258,499.40	3,319,088.09	3,312,613.84	3,400,129.10	3,519,898.87	3,371,801.46	2,791,139.14	2,826,643.14	3,192,573.19	3,284,690.67	3,376,897.90	3,173,489.10	3,220,656.08	3,258,762.10	3,337,412.65	3,374,044.38	3,480,643.36	3,513,848.14	3,121,559.56	2,988,073.00	2,977,859.58	2,910,653.15	2,887,961.75	2,849,073.91	2,757,724.87	2,639,126.58	2,724,521.40	2,670,254.35	2,513,868.39	2,573,697.75	2,655,316.03	2,692,436.15	2,734,071.18	2,814,596.85	2,882,516.52	2,906,647.44	2,894,517.88	2,931,219.70	3,011,267.40	3,109,891.22	3,215,646.03	3,331,837.70	0
2558	NGDPPC	GAB	1,287,451.25	1,460,990.13	1,620,195.88	1,760,143.15	1,899,175.99	2,012,002.37	1,986,179.60	1,276,059.78	1,364,480.23	1,562,880.20	1,855,657.02	1,690,756.99	1,592,256.36	1,607,688.96	2,384,016.65	2,474,199.94	2,840,607.94	2,958,090.50	2,455,153.09	2,599,933.43	3,187,746.19	2,977,859.58	2,922,795.13	2,909,259.89	3,079,795.50	3,658,573.61	3,798,404.11	4,140,720.09	4,647,060.60	3,699,042.99	4,416,541.26	5,134,433.56	5,053,048.96	4,820,759.12	4,914,820.99	4,579,507.82	4,496,845.30	4,599,009.79	4,682,862.89	4,866,360.41	5,065,879.05	5,333,954.70	5,596,607.33	0
2559	NGDPDPC	GAB	6,093.62	5,376.62	4,930.53	4,619.02	4,346.39	4,478.47	5,735.36	4,245.96	4,581.14	4,899.23	6,815.63	5,993.32	6,015.51	5,677.62	4,293.94	4,956.84	5,552.92	5,068.09	4,161.62	4,222.73	4,477.32	4,062.35	4,193.46	5,005.61	5,829.80	6,936.10	7,264.25	8,639.70	10,377.41	7,833.86	8,917.32	10,891.10	9,903.19	9,760.88	9,956.47	7,746.75	7,586.95	7,448.39	7,559.92	7,857.36	8,184.81	8,594.08	9,017.26	0
2560	NGAP_NPGDP	GAB																																												
2561	PPPGDP	GAB	6.775	7.112	7.863	8.336	9.055	9.887	9.874	8.567	9.177	11.005	12	13.158	13.043	13.88	14.702	15.755	16.624	17.879	18.702	17.29	17.35	18.127	18.44	19.127	19.873	20.351	20.576	22.462	23.299	22.941	24.677	26.973	28.912	31	32.955	34.601	35.85	36.999	38.833	41.318	44.104	47.122	50.459	2015
2562	PPPPC	GAB	9,056.10	9,301.02	10,061.77	10,438.55	11,094.57	11,852.92	11,583.13	9,833.10	10,306.78	12,093.74	12,902.91	13,706.64	13,174.67	13,688.56	14,145.31	14,788.84	15,224.03	15,973.91	16,301.29	14,703.02	14,394.51	14,672.24	14,561.27	14,735.84	14,937.18	14,923.42	14,720.46	15,601.15	15,590.35	14,788.74	15,325.70	16,138.12	16,665.16	17,196.15	18,019.59	18,652.95	19,056.49	19,396.16	20,081.76	21,082.71	22,212.34	23,432.94	24,784.80	0
2563	PPPSH	GAB	0.052	0.049	0.05	0.05	0.05	0.051	0.049	0.04	0.039	0.044	0.044	0.046	0.04	0.041	0.041	0.041	0.041	0.042	0.042	0.037	0.035	0.035	0.034	0.033	0.032	0.03	0.028	0.028	0.028	0.027	0.028	0.028	0.029	0.03	0.03	0.03	0.03	0.029	0.029	0.029	0.029	0.03	0.03	2011
2564	PPPEX	GAB	142.164	157.079	161.025	168.619	171.181	169.747	171.472	129.772	132.387	129.231	143.817	123.353	120.857	117.448	168.538	167.302	186.587	185.183	150.611	176.83	221.456	202.959	200.724	197.428	206.183	245.157	258.036	265.411	298.073	250.126	288.179	318.156	303.21	280.339	272.749	245.511	235.974	237.109	233.19	230.822	228.066	227.626	225.808	2015
2565	NID_NGDP	GAB	30.713	38.109	37.25	40.717	37.862	43.616	38.929	33.219	37.037	25.642	21.132	26.566	22.028	21.542	20.998	22.712	19.408	30.67	38.078	23.346	19.806	35.285	29.197	26.105	23.205	21.148	23.11	25.738	22.671	29.091	26.105	25.347	29.25	33.417	36.054	34.821	36.744	36.66	36.495	37.406	35.136	33.277	31.93	2015
2566	NGSD_NGDP	GAB	51.211	48.905	45.47	44.527	50.638	46.385	16.427	20.822	18.929	20.724	22.723	27.174	17.433	19.722	27.769	30.689	33.392	38.921	23.707	30.342	37.621	41.945	35.563	34.945	33.526	42.112	37.735	39.789	44.301	33.513	41.009	46.333	46.869	40.391	43.355	29.315	27.707	28.395	30.166	31.791	33.06	33.677	35.049	2015
2567	PCPI	GAB	41.899	45.503	53.101	58.624	62.083	66.615	70.878	70.169	63.293	67.662	78.061	70.387	63.67	64.01	87.128	95.533	96.192	100.014	101.463	99.499	100	102.136	102.304	104.457	104.884	106.112	104.62	103.552	109.002	111.057	112.664	114.086	117.147	117.71	123.021	122.845	125.408	128.543	131.757	135.051	138.427	141.943	145.548	2016
2568	PCPIPCH	GAB	12.321	8.6	16.7	10.4	5.9	7.3	6.4	-1	-9.8	6.903	15.369	-9.83	-9.543	0.534	36.116	9.647	0.69	3.973	1.449	-1.935	0.504	2.136	0.164	2.105	0.408	1.171	-1.406	-1.021	5.263	1.885	1.447	1.262	2.683	0.48	4.512	-0.143	2.086	2.5	2.5	2.5	2.5	2.54	2.54	2016
2569	PCPIE	GAB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	68.341	78.845	65.666	62.69	63.516	93.337	96.557	97.351	99.411	99.955	99.006	100.783	101.725	102.154	105.751	105.237	106.41	105.694	105.488	111.37	112.334	113.106	115.709	118.216	122.073	124.194	122.765	127.762	130.956	134.23	137.586	141.026	144.608	148.281	2016
2570	PCPIEPCH	GAB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15.369	-16.715	-4.532	1.317	46.95	3.451	0.822	2.115	0.548	-0.949	1.795	0.935	0.421	3.521	-0.486	1.115	-0.673	-0.195	5.576	0.866	0.687	2.302	2.167	3.263	1.738	-1.151	4.071	2.5	2.5	2.5	2.5	2.54	2.54	2016
2571	FLIBOR6	GAB																																												
2572	TM_RPCH	GAB	12.303	5.698	-6.617	11.053	1.494	22.051	123.564	-41.893	36.058	4.848	-10.515	3.304	1.87	4.48	-14.827	2.316	2.995	12.084	22.45	-24.535	-17.424	-2.371	11.309	-2.342	5.048	0.9	26.752	11.725	-1.522	9.241	12.244	-17.424	33.76	36.253	-5.426	-10.492	-15.941	14.936	-4.643	0.197	-1.766	-1.58	1.046	2013
2573	TMG_RPCH	GAB	12.303	5.698	-6.617	11.053	1.494	22.051	123.564	-41.893	36.058	4.848	-10.515	3.304	1.87	4.48	-14.827	2.316	2.995	12.084	22.45	-24.535	-17.424	-2.371	11.309	-2.342	5.048	0.9	26.752	11.725	-1.522	9.241	12.244	-17.424	33.76	36.253	-5.426	-10.492	-15.941	14.936	-4.643	0.197	-1.766	-1.58	1.046	2013
2574	TX_RPCH	GAB	-24.638	-15.819	1.714	-0.899	7.224	2.471	-5.904	-5.975	5.162	25.187	19.512	-1.114	2.553	12.541	4.489	6.231	2.43	3.378	-6.227	-5.3	-10.458	-5.042	-8.456	5.998	5.469	-4.169	-10.022	6.214	1.425	-3.172	8.5	-6.957	2.116	-1.244	2.116	19.776	-3.91	-3.956	1.961	4.945	11.133	5.902	5.355	2013
2575	TXG_RPCH	GAB	-24.638	-15.819	1.714	-0.899	7.224	2.471	-5.904	-5.975	5.162	25.187	19.512	-1.114	2.553	12.541	4.489	6.231	2.43	3.378	-6.227	-5.3	-10.458	-5.042	-8.456	5.998	5.469	-4.169	-10.022	6.214	1.425	-3.172	8.5	-6.957	2.116	-1.244	2.116	19.776	-3.91	-3.956	1.961	4.945	11.133	5.902	5.355	2013
2576	LUR	GAB																																												
2577	LE	GAB																																												
2578	LP	GAB	0.748	0.765	0.781	0.799	0.816	0.834	0.852	0.871	0.89	0.91	0.93	0.96	0.99	1.014	1.039	1.065	1.092	1.119	1.147	1.176	1.205	1.235	1.266	1.298	1.33	1.364	1.398	1.44	1.494	1.551	1.61	1.671	1.735	1.803	1.829	1.855	1.881	1.908	1.934	1.96	1.986	2.011	2.036	0
2579	GGR	GAB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	323.723	374.178	341.131	350.91	554.536	730.574	755.09	1,029.83	912.144	813.589	1,207.60	1,173.63	1,089.90	1,095.19	1,141.85	1,434.16	1,582.57	1,636.50	2,078.13	1,685.16	1,834.00	2,015.25	2,643.43	2,746.68	2,672.69	1,797.30	1,445.85	1,596.20	1,662.77	1,781.62	1,885.07	2,019.28	2,140.05	2016
2580	GGR_NGDP	GAB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18.758	23.053	21.641	21.526	22.38	27.717	24.343	31.104	32.384	26.611	31.429	31.901	29.447	29.002	27.867	28.745	29.807	27.451	29.923	29.368	25.789	23.483	30.154	31.605	29.735	21.157	17.091	18.195	18.362	18.681	18.741	18.826	18.782	2016
2581	GGX	GAB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	389.896	407.14	418.319	438.187	592.424	660.906	689.479	983.229	1,281.50	779.527	779.878	1,023.99	952.054	802.44	855.32	1,036.15	1,122.14	1,155.85	1,314.59	1,296.72	1,642.09	1,865.71	2,099.54	3,013.40	2,135.22	1,902.30	1,837.27	1,824.74	1,808.00	1,857.89	1,931.12	1,989.18	2,065.76	2016
2582	GGX_NGDP	GAB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	22.593	25.084	26.537	26.879	23.909	25.074	22.228	29.697	45.497	25.497	20.297	27.833	25.722	21.25	20.874	20.768	21.135	19.388	18.929	22.598	23.091	21.741	23.95	34.675	23.755	22.393	21.718	20.8	19.966	19.481	19.199	18.545	18.13	2016
2583	GGXCNL	GAB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-66.173	-32.962	-77.188	-87.277	-37.888	69.668	65.61	46.6	-369.36	34.062	427.72	149.643	137.845	292.748	286.526	398.007	460.429	480.646	763.537	388.447	191.912	149.543	543.889	-266.722	537.468	-105	-391.418	-228.534	-145.226	-76.266	-46.05	30.101	74.285	2016
2584	GGXCNL_NGDP	GAB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-3.834	-2.031	-4.897	-5.354	-1.529	2.643	2.115	1.407	-13.113	1.114	11.132	4.067	3.724	7.752	6.993	7.977	8.672	8.062	10.994	6.77	2.699	1.743	6.204	-3.069	5.98	-1.236	-4.627	-2.605	-1.604	-0.8	-0.458	0.281	0.652	2016
2585	GGSB	GAB																																												
2586	GGSB_NPGDP	GAB																																												
2587	GGXONLB	GAB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24.109	59.024	16.912	19.71	118.374	280.623	251.751	241.629	-167.856	229.989	639.75	453.348	289.125	434.248	437.326	527.177	577.049	599.412	877.933	470.639	288.712	244.101	637.609	-131.553	682.7	67.3	-198.218	17.381	92.283	178.138	219.153	297.607	346.011	2016
2588	GGXONLB_NGDP	GAB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.397	3.636	1.073	1.209	4.777	10.646	8.116	7.298	-5.959	7.523	16.65	12.322	7.812	11.499	10.673	10.566	10.868	10.055	12.642	8.202	4.06	2.844	7.273	-1.514	7.595	0.792	-2.343	0.198	1.019	1.868	2.179	2.775	3.037	2016
2589	GGXWDN	GAB																																												
2590	GGXWDN_NGDP	GAB																																												
2591	GGXWDG	GAB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,553.09	1,450.24	1,385.13	1,469.38	1,765.84	1,933.66	2,002.22	1,888.53	2,466.99	2,234.49	2,785.53	2,979.26	3,000.62	2,652.47	2,470.86	2,461.02	2,102.43	2,245.97	1,299.48	1,398.26	1,421.22	1,745.42	1,786.57	2,595.68	2,968.50	3,513.13	5,242.10	5,438.30	5,594.63	5,811.98	5,780.66	5,715.00	5,702.98	2016
2592	GGXWDG_NGDP	GAB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	89.994	89.348	87.87	90.135	71.266	73.36	64.549	57.04	87.585	73.086	72.497	80.979	81.07	70.241	60.301	49.326	39.598	37.674	18.711	24.368	19.985	20.339	20.38	29.868	33.026	41.356	61.966	61.991	61.781	60.941	57.47	53.281	50.052	2016
2593	NGDP_FY	GAB	963.205	1,117.08	1,266.06	1,405.67	1,550.07	1,678.29	1,693.20	1,111.76	1,214.95	1,422.22	1,725.76	1,623.13	1,576.33	1,630.20	2,477.83	2,635.85	3,101.85	3,310.89	2,816.67	3,057.34	3,842.28	3,679.03	3,701.27	3,776.24	4,097.53	4,989.26	5,309.45	5,961.58	6,944.82	5,738.12	7,111.48	8,581.58	8,766.49	8,690.52	8,988.33	8,494.96	8,459.58	8,772.70	9,055.54	9,537.12	10,058.51	10,726.10	11,394.13	2016
2594	BCA	GAB	1.246	0.641	0.513	0.451	0.635	0.374	-0.948	-0.266	-0.602	-0.177	0.15	0.091	-0.226	-0.058	0.336	0.465	0.889	0.531	-0.621	0.39	1.001	0.517	0.338	0.766	0.924	1.983	1.796	1.748	3.355	0.537	2.14	3.82	3.04	1.241	1.344	-0.779	-1.279	-1.175	-0.923	-0.863	-0.343	0.07	0.583	2015
2595	BCA_NGDPD	GAB	27.326	15.581	13.324	12.222	17.905	10.001	-19.385	-7.197	-14.756	-3.977	2.367	1.581	-3.791	-1.006	7.522	8.797	14.655	9.367	-12.999	7.862	18.549	10.309	6.366	11.788	11.919	20.964	17.687	14.051	21.633	4.422	14.904	20.986	17.693	7.053	7.383	-5.419	-8.959	-8.271	-6.313	-5.605	-2.112	0.406	3.173	2015
2596	NGDP_R	GMB	7.879	7.129	8.609	9.772	9.028	9.357	9.578	9.847	10.014	10.448	11.043	11.282	11.481	11.921	11.516	11.898	12.244	12.417	13.225	14.071	14.848	15.702	15.193	16.237	17.381	17.217	17.411	18.043	19.078	20.308	21.634	20.704	21.864	22.911	23.117	24.111	24.705	25.435	26.325	27.273	28.282	29.385	30.56	2013
2597	NGDP_RPCH	GMB	0.705	-9.523	20.759	13.518	-7.62	3.649	2.364	2.8	1.702	4.331	5.696	2.163	1.763	3.833	-3.398	3.32	2.906	1.417	6.5	6.399	5.525	5.753	-3.247	6.874	7.046	-0.942	1.124	3.631	5.735	6.45	6.526	-4.295	5.6	4.789	0.9	4.3	2.462	2.958	3.497	3.6	3.7	3.9	4	2013
2598	NGDP	GMB	0.627	0.687	0.753	0.874	0.892	1.129	1.566	2.145	2.361	2.803	3.416	3.995	4.389	4.817	5.014	5.221	5.594	6.033	6.465	7.104	7.768	9.462	10.629	14.47	17.381	17.836	18.385	19.871	21.433	23.997	26.662	26.465	29.191	32.324	34.774	38.581	42.274	47.103	51.896	56.536	61.208	66.069	71.132	2013
2599	NGDPD	GMB	0.364	0.349	0.33	0.332	0.238	0.29	0.226	0.303	0.352	0.37	0.434	0.455	0.493	0.529	0.523	0.547	0.571	0.591	0.607	0.623	0.607	0.603	0.533	0.53	0.579	0.624	0.655	0.799	0.966	0.901	0.952	0.898	0.91	0.899	0.833	0.892	0.965	1.041	1.104	1.172	1.246	1.327	1.417	2013
2600	NGDP_D	GMB	7.961	9.643	8.752	8.947	9.877	12.061	16.353	21.782	23.572	26.832	30.937	35.412	38.232	40.407	43.543	43.877	45.684	48.587	48.885	50.487	52.319	60.26	69.962	89.115	100	103.594	105.595	110.129	112.344	118.163	123.243	127.822	133.513	141.088	150.424	160.013	171.116	185.188	197.136	207.298	216.423	224.842	232.762	2013
2601	NGDPRPC	GMB	13,965.93	11,901.19	13,859.03	15,127.54	13,425.73	13,368.88	13,147.17	12,984.27	12,686.45	12,715.88	12,912.06	12,673.05	12,389.78	12,153.14	11,347.03	11,369.32	11,358.93	11,020.22	11,410.36	11,795.28	12,082.90	12,392.40	11,618.03	12,024.33	12,461.92	11,951.97	11,702.95	11,743.53	12,023.16	12,391.37	12,778.23	11,837.17	12,098.77	12,272.26	11,988.90	12,110.48	12,012.81	11,974.00	11,997.89	12,033.74	12,081.35	12,152.54	12,235.92	2010
2602	NGDPPC	GMB	1,111.90	1,147.63	1,212.92	1,353.52	1,326.09	1,612.38	2,149.89	2,828.25	2,990.47	3,411.90	3,994.57	4,487.81	4,736.80	4,910.66	4,940.83	4,988.52	5,189.19	5,354.40	5,577.90	5,955.10	6,321.69	7,467.70	8,128.24	10,715.49	12,461.92	12,381.48	12,357.72	12,933.04	13,507.33	14,641.96	15,748.32	15,130.52	16,153.44	17,314.66	18,034.24	19,378.37	20,555.84	22,174.41	23,652.22	24,945.69	26,146.84	27,323.97	28,480.52	2010
2603	NGDPDPC	GMB	646.083	581.82	530.811	513.319	354.42	414.081	310.455	399.786	445.779	449.906	506.989	511.142	532.507	538.797	515.654	522.425	530.113	524.934	524.071	522.608	494.359	476.03	407.787	392.422	414.981	433.291	440.314	519.954	608.648	549.533	562.2	513.569	503.581	481.53	432.134	448.158	469.285	490.06	503.361	517.163	532.354	548.965	567.53	2010
2604	NGAP_NPGDP	GMB																																												
2605	PPPGDP	GMB	0.435	0.431	0.552	0.652	0.623	0.667	0.696	0.734	0.773	0.838	0.918	0.969	1.009	1.072	1.058	1.116	1.169	1.206	1.298	1.402	1.514	1.637	1.608	1.753	1.928	1.972	2.055	2.186	2.357	2.528	2.726	2.663	2.864	3.049	3.132	3.302	3.427	3.607	3.816	4.041	4.275	4.531	4.811	2013
