index	WEO_Subject_Code	ISO	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates_Start_After
3832	NGDP_D	KOR	24.206	28.222	30.049	31.506	32.899	34.213	35.908	37.685	40.363	42.802	47.128	51.598	55.594	59.039	63.823	68.252	71.157	74.049	77.468	76.55	77.382	80.207	82.661	85.468	88.018	88.926	88.802	90.931	93.619	96.935	100	101.585	102.645	103.521	104.142	106.636	108.563	111.23	112.803	114.818	116.918	119.313	121.755	2016
3833	NGDPRPC	KOR	4,277,252.19	4,513,410.14	4,811,509.09	5,368,913.46	5,856,859.32	6,248,919.27	6,881,509.76	7,663,576.37	8,492,339.05	8,999,864.73	9,785,981.26	10,692,857.66	11,235,823.97	11,883,785.97	12,847,899.06	13,936,580.52	14,852,806.99	15,585,580.06	14,626,894.58	16,165,678.22	17,461,746.12	18,112,445.21	19,346,502.41	19,811,024.02	20,699,533.23	21,466,162.16	22,459,014.45	23,566,673.47	24,050,113.60	24,095,935.26	25,533,864.88	26,271,147.85	26,732,476.69	27,381,776.95	28,119,535.91	28,752,126.31	29,432,026.37	30,097,991.02	30,825,777.25	31,630,351.60	32,462,555.54	33,326,598.50	34,209,695.89	2015
3834	NGDPPC	KOR	1,035,348.68	1,273,756.79	1,445,814.25	1,691,521.38	1,926,834.75	2,137,924.50	2,471,029.40	2,888,035.06	3,427,768.87	3,852,103.79	4,611,980.56	5,517,341.86	6,246,402.98	7,016,094.81	8,199,856.01	9,512,059.20	10,568,790.15	11,540,931.09	11,331,093.65	12,374,815.99	13,512,231.96	14,527,389.01	15,992,089.87	16,932,051.54	18,219,367.83	19,089,045.97	19,944,026.93	21,429,331.14	22,515,518.80	23,357,500.89	25,533,864.88	26,687,441.39	27,439,454.85	28,345,762.02	29,284,280.57	30,660,110.26	31,952,350.66	33,477,946.46	34,772,370.55	36,317,478.94	37,954,412.42	39,762,913.17	41,651,985.45	2015
3835	NGDPDPC	KOR	1,710.79	1,870.34	1,977.50	2,180.55	2,390.65	2,457.69	2,803.37	3,510.95	4,686.32	5,736.47	6,513.16	7,522.98	8,002.15	8,740.71	10,206.75	12,340.03	13,137.11	12,132.83	8,083.13	10,409.51	11,946.77	11,255.77	12,782.47	14,210.64	15,907.91	18,639.52	20,893.48	23,060.71	20,430.64	18,291.92	22,086.95	24,079.79	24,358.78	25,890.02	27,811.37	27,105.08	27,538.81	29,114.72	30,059.53	31,180.31	32,347.63	33,582.83	34,832.16	2015
3836	NGAP_NPGDP	KOR	-2.792	-2.187	-2.005	0.608	0.437	-2.342	-1.041	0.495	2.1	-0.093	-0.426	0.972	-0.913	-1.979	-0.517	1.656	2.994	3.714	-6.637	-1.575	0.21	-0.457	1.869	0.064	0.346	-0.137	0.745	2.072	0.98	-2.05	0.147	0.205	-0.808	-1.117	-0.919	-1.24	-1.4	-1.541	-1.508	n/a	n/a	n/a	n/a	2016
3837	PPPGDP	KOR	83.261	97.572	112.191	132.062	151.029	167.941	190.557	219.784	254.558	283.047	322.314	367.525	399.118	436.589	486.93	544.659	596.719	642.88	614.301	694.234	773.396	826.818	901.907	946.873	1,020.58	1,094.75	1,186.80	1,284.94	1,347.21	1,367.05	1,473.65	1,559.45	1,624.58	1,698.63	1,786.82	1,856.43	1,934.03	2,029.71	2,133.96	2,246.80	2,361.99	2,484.04	2,613.50	2016
3838	PPPPC	KOR	2,183.96	2,519.73	2,852.81	3,308.96	3,737.80	4,115.62	4,623.63	5,280.52	6,056.40	6,667.94	7,518.53	8,488.73	9,123.12	9,878.79	10,907.56	12,078.58	13,107.60	13,989.77	13,271.70	14,892.40	16,452.39	17,454.41	18,929.84	19,770.88	21,225.65	22,719.95	24,501.21	26,393.70	27,463.50	27,724.79	29,738.22	31,228.51	32,362.26	33,683.62	35,210.52	36,389.94	37,740.40	39,446.88	41,305.05	43,312.86	45,348.98	47,499.08	49,772.16	2015
3839	PPPSH	KOR	0.634	0.668	0.72	0.796	0.841	0.873	0.939	1.017	1.088	1.123	1.185	1.277	1.217	1.276	1.353	1.43	1.482	1.507	1.388	1.493	1.552	1.584	1.654	1.636	1.63	1.617	1.615	1.615	1.614	1.632	1.651	1.645	1.631	1.624	1.623	1.616	1.613	1.602	1.59	1.581	1.572	1.563	1.554	2011
3840	PPPEX	KOR	474.069	505.514	506.804	511.194	515.5	519.466	534.435	546.923	565.974	577.706	613.415	649.961	684.679	710.218	751.759	787.515	806.31	824.955	853.778	830.949	821.293	832.305	844.808	856.414	858.366	840.189	814.002	811.911	819.834	842.477	858.621	854.586	847.884	841.53	831.691	842.544	846.635	848.684	841.843	838.492	836.941	837.13	836.853	2016
3841	NID_NGDP	KOR	34.456	32.445	32.209	32.782	32.248	32.566	32.422	33.09	34.704	37.096	39.616	41.374	38.485	37.48	38.539	39.003	39.681	37.425	27.762	30.916	32.942	31.56	30.94	32.015	32.117	32.163	32.701	32.58	33.019	28.466	32.023	32.959	31.001	29.102	29.277	28.918	29.21	30.721	30.598	30.515	30.472	30.443	30.415	2016
3842	NGSD_NGDP	KOR	23.961	23.578	25.082	28.754	30.43	30.493	34.813	39.131	41.332	38.802	38.755	39.039	37.791	38.004	37.559	37.251	35.696	35.58	38.468	35.369	34.801	32.066	31.71	33.76	36.006	33.572	33.053	33.63	33.337	32.19	34.659	34.51	35.158	35.318	35.255	36.58	36.202	36.953	36.72	36.595	36.38	36.25	36.12	2016
3843	PCPI	KOR	22.101	26.82	28.748	29.732	30.408	31.156	32.013	32.989	35.346	37.361	40.564	44.35	47.106	49.367	52.46	54.811	57.51	60.063	64.576	65.101	66.572	69.279	71.193	73.695	76.341	78.444	80.202	82.235	86.079	88.452	91.051	94.717	96.789	98.048	99.298	99.999	100.971	102.79	104.769	106.759	108.788	110.964	113.183	2016
3844	PCPIPCH	KOR	28.697	21.352	7.191	3.421	2.274	2.46	2.75	3.048	7.146	5.701	8.574	9.333	6.213	4.801	6.266	4.481	4.925	4.439	7.513	0.813	2.259	4.066	2.763	3.515	3.591	2.754	2.242	2.535	4.674	2.757	2.939	4.026	2.187	1.301	1.275	0.706	0.972	1.802	1.925	1.9	1.9	2	2	2016
3845	PCPIE	KOR	24.534	27.894	29.242	29.816	30.546	31.467	31.904	33.835	36.265	38.104	41.662	45.516	47.545	50.303	53.104	55.628	58.368	62.205	64.672	65.548	67.37	69.501	72.096	74.561	76.824	78.836	80.483	83.386	86.837	89.269	91.977	95.802	97.168	98.279	99.098	100.22	101.56	103.779	105.764	107.774	109.821	112.018	114.258	2016
3846	PCPIEPCH	KOR	32.202	13.695	4.833	1.963	2.448	3.015	1.389	6.053	7.182	5.071	9.338	9.251	4.458	5.801	5.568	4.753	4.926	6.574	3.966	1.355	2.78	3.163	3.734	3.419	3.035	2.619	2.089	3.607	4.139	2.801	3.034	4.159	1.426	1.143	0.833	1.132	1.337	2.185	1.912	1.9	1.9	2	2	2016
3847	FLIBOR6	KOR																																												
3848	TM_RPCH	KOR	-5.323	6.286	3.884	10.183	7.912	0.604	18.431	19.559	13.733	15.727	13.502	19.997	4.76	6.83	22.754	22.526	15.03	2.49	-23.985	24.912	21.794	-3.639	15.007	10.617	12.32	7.806	12.352	11.642	3.195	-6.756	17.256	14.345	2.404	1.71	1.466	2.094	4.469	3.727	3.841	3.947	4.019	4.191	4.207	2016
3849	TMG_RPCH	KOR	-9	11.2	0.3	13.3	15.5	6.1	8.1	20.9	16.7	15.666	14.738	24.469	2.834	5.724	23.028	23.988	15.6	1.497	-24.5	28.568	18.853	-2.218	12.299	7.37	11.779	6.399	10.493	9.037	0.929	-2.259	16.463	5.596	0.521	4.321	4.745	3.106	1.088	3.601	3.706	3.852	3.924	4.134	4.149	2016
3850	TX_RPCH	KOR	8.576	15.97	8.19	14.288	8.204	4.156	26.817	21.78	11.662	-3.567	4.592	12.388	12.843	9.589	16.563	23.067	11.337	18.828	14.253	13.078	17.172	-2.285	13.031	13.892	20.622	7.816	12.084	12.656	7.496	-0.325	12.697	15.134	5.086	4.26	2.03	-0.131	2.145	3.233	3.346	3.427	3.361	3.448	3.433	2016
3851	TXG_RPCH	KOR	11.4	17.6	6.5	16.3	15.6	7.6	12.3	23.7	15.3	-3.323	8.958	7.457	8.185	14.967	13.376	22.902	17.659	14.572	19.002	11.808	20.922	0.805	13.219	16.694	22.499	9.125	13.148	10.434	6.756	0.12	19.421	13.912	5.612	4.788	4.351	2.471	0.835	3.34	3.4	3.427	3.361	3.448	3.433	2016
3852	LUR	KOR	5.2	4.5	4.133	4.117	3.85	4.025	3.842	3.108	2.525	2.583	2.458	2.45	2.525	2.9	2.475	2.067	2.058	2.617	6.95	6.55	4.425	4.017	3.283	3.567	3.683	3.733	3.467	3.25	3.175	3.65	3.725	3.408	3.225	3.125	3.542	3.642	3.708	3.8	3.6	3.3	3.2	3.1	3.1	2015
3853	LE	KOR	13.52	13.856	14.379	14.505	14.429	14.97	15.505	16.354	16.869	17.561	18.085	18.649	19.009	19.235	19.848	20.414	20.853	21.214	19.937	20.291	21.156	21.572	22.169	22.139	22.557	22.856	23.151	23.433	23.577	23.506	23.829	24.244	24.681	25.067	25.6	25.936	26.235	26.421	26.643	n/a	n/a	n/a	n/a	2015
3854	LP	KOR	38.124	38.723	39.326	39.91	40.406	40.806	41.214	41.622	42.031	42.449	42.869	43.296	43.748	44.195	44.642	45.093	45.525	45.954	46.287	46.617	47.008	47.37	47.645	47.892	48.083	48.185	48.438	48.684	49.055	49.308	49.554	49.937	50.2	50.429	50.747	51.015	51.246	51.454	51.663	51.874	52.085	52.297	52.509	2015
3855	GGR	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	70,862.00	82,971.00	90,740.00	95,349.44	106,006.34	134,647.24	141,863.85	155,444.45	168,216.32	175,250.01	188,543.60	206,084.20	236,006.25	246,608.52	245,476.80	265,779.72	287,403.64	304,677.45	308,023.65	315,003.15	332,550.90	361,750.90	373,929.55	393,325.17	417,050.90	437,150.90	459,843.83	483,649.71	2015
3856	GGR_NGDP	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16.521	17.245	17.11	18.18	18.376	21.198	20.615	20.401	20.744	20.005	20.498	21.333	22.622	22.328	21.314	21.005	21.566	22.119	21.548	21.197	21.261	22.093	21.708	21.894	22.137	22.114	22.114	22.114	2015
3857	GGX	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	61,095.00	71,299.00	77,765.00	89,276.57	98,984.56	108,258.65	124,132.68	129,187.04	155,120.51	174,436.55	180,663.20	195,700.80	213,396.12	229,789.56	245,273.35	246,379.73	264,870.53	283,219.00	298,734.00	308,797.00	327,262.00	356,197.00	361,062.83	373,047.20	389,297.00	403,897.00	422,784.22	442,484.44	2015
3858	GGX_NGDP	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14.244	14.819	14.663	17.022	17.159	17.044	18.038	16.955	19.129	19.912	19.642	20.258	20.455	20.805	21.296	19.472	19.875	20.561	20.899	20.779	20.923	21.754	20.961	20.766	20.664	20.431	20.331	20.231	2015
3859	GGXCNL	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9,767.00	11,672.00	12,975.00	6,072.87	7,021.79	26,388.59	17,731.17	26,257.41	13,095.81	813.46	7,880.40	10,383.40	22,610.12	16,818.97	203.452	19,399.99	22,533.11	21,458.45	9,289.65	6,206.15	5,288.90	5,553.90	12,866.71	20,277.97	27,753.90	33,253.90	37,059.60	41,165.28	2015
3860	GGXCNL_NGDP	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.277	2.426	2.447	1.158	1.217	4.154	2.577	3.446	1.615	0.093	0.857	1.075	2.167	1.523	0.018	1.533	1.691	1.558	0.65	0.418	0.338	0.339	0.747	1.129	1.473	1.682	1.782	1.882	2015
3861	GGSB	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8,612.78	9,259.85	9,725.49	12,850.87	8,717.99	26,106.51	18,382.70	23,405.11	12,987.48	208.781	8,138.55	8,859.68	17,818.83	14,425.66	5,341.05	19,010.41	21,944.03	23,941.55	12,770.23	9,129.01	9,464.31	10,690.32	18,718.89	26,298.99	32,792.23	36,866.98	38,929.40	41,165.28	2015
3862	GGSB_NPGDP	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.43	2.318	2.186	2.581	1.64	4.409	2.816	3.312	1.688	0.025	0.909	0.935	1.77	1.296	0.449	1.505	1.617	1.675	0.86	0.591	0.589	0.64	1.063	1.427	1.704	1.834	1.852	1.872	2015
3863	GGXONLB	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11,710.00	13,636.00	15,233.00	9,471.52	12,905.62	33,276.88	24,928.88	33,103.25	19,693.39	9,523.50	17,974.50	22,533.50	14,986.87	12,741.90	-7,528.54	10,126.57	12,646.39	10,845.14	-2,841.95	-4,604.11	-6,544.89	-8,994.43	333.608	13,664.82	25,433.70	30,754.35	33,610.07	36,739.91	2015
3864	GGXONLB_NGDP	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.73	2.834	2.872	1.806	2.237	5.239	3.623	4.345	2.429	1.087	1.954	2.333	1.437	1.154	-0.654	0.8	0.949	0.787	-0.199	-0.31	-0.418	-0.549	0.019	0.761	1.35	1.556	1.616	1.68	2015
3865	GGXWDN	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	164,222.10	197,511.83	234,310.02	266,181.64	279,484.34	296,863.45	341,207.12	365,628.20	392,418.63	413,409.18	451,242.20	503,210.01	556,385.48	597,085.21	630,333.12	660,126.51	685,723.10	705,807.16	728,520.69	753,711.54	2015
3866	GGXWDN_NGDP	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20.251	22.546	25.474	27.553	26.79	26.878	29.626	28.896	29.446	30.013	31.568	33.862	35.572	36.465	36.592	36.746	36.399	35.704	35.034	34.461	2015
3867	GGXWDG	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	26,432.99	29,810.11	33,356.41	35,372.26	37,079.17	38,366.08	39,659.45	54,334.56	76,932.25	96,614.46	108,705.57	121,815.72	133,730.00	165,825.00	203,687.00	247,972.00	282,783.00	298,902.00	311,046.00	361,409.00	390,037.50	419,939.00	442,533.00	482,545.00	533,148.80	590,530.30	631,230.04	664,477.95	694,271.34	719,867.92	739,951.98	762,665.52	787,856.36	2015
3868	GGXWDG_NGDP	KOR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13.369	12.479	12.207	11.408	10.129	8.945	8.243	10.245	14.668	16.748	17.114	17.702	17.551	20.449	23.251	26.959	29.272	28.651	28.162	31.38	30.825	31.511	32.127	33.757	35.876	37.755	38.55	38.575	38.647	38.211	37.431	36.676	36.023	2015
3869	NGDP_FY	KOR	39,471.40	49,324.00	56,858.60	67,509.30	77,855.60	87,239.60	101,840.20	120,204.90	144,073.40	163,518.10	197,712.30	238,877.20	273,267.40	310,073.70	366,054.20	428,927.20	481,140.80	530,347.10	524,476.70	576,872.80	635,184.50	688,164.80	761,938.90	810,915.40	876,033.10	919,797.30	966,054.60	1,043,257.80	1,104,492.20	1,151,707.80	1,265,308.00	1,332,681.10	1,377,456.60	1,429,445.40	1,486,079.40	1,564,123.90	1,637,420.80	1,722,579.84	1,796,461.48	1,883,919.60	1,976,842.20	2,079,461.99	2,187,114.71	2015
3870	BCA	KOR	-6.845	-6.422	-5.542	-3.506	-1.756	-2.079	2.762	8.828	13.055	4.155	-2.404	-7.605	-2.432	2.026	-4.464	-9.752	-23.831	-10.285	40.057	21.608	10.444	2.7	4.693	11.877	29.743	12.655	3.569	11.795	3.19	33.593	28.85	18.656	50.835	81.148	84.373	105.94	98.677	93.367	95.078	98.328	99.526	101.995	104.339	2016
3871	BCA_NGDPD	KOR	-10.495	-8.867	-7.126	-4.028	-1.818	-2.073	2.391	6.041	6.628	1.706	-0.861	-2.335	-0.695	0.524	-0.98	-1.752	-3.985	-1.845	10.706	4.453	1.86	0.506	0.771	1.745	3.889	1.409	0.353	1.051	0.318	3.725	2.636	1.551	4.157	6.215	5.978	7.661	6.992	6.232	6.122	6.079	5.907	5.808	5.705	2016
3872	NGDP_R	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.381	3.554	3.529	3.72	3.818	3.964	4.099	4.44	4.639	4.806	4.965	5.182	5.328	5.511	5.579	5.807	6.016	6.227	6.454	6.685	6.939	7.217	7.505	2015
3873	NGDP_RPCH	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.123	-0.702	5.419	2.632	3.833	3.408	8.301	4.491	3.59	3.31	4.38	2.81	3.44	1.222	4.095	3.6	3.5	3.644	3.586	3.8	4	4	2015
3874	NGDP	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.417	2.831	2.862	2.967	2.912	3.003	3.12	3.461	3.883	4.07	4.402	4.815	5.059	5.327	5.568	5.807	6.052	6.329	6.68	7.038	7.447	7.909	8.384	2015
3875	NGDPD	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.234	2.535	2.703	3.355	3.621	3.741	3.918	4.743	5.715	5.668	5.841	6.699	6.503	7.075	7.398	6.444	6.707	6.809	7.174	7.575	8.041	8.534	9.032	2015
3876	NGDP_D	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	71.501	79.652	81.091	79.753	76.28	75.743	76.117	77.949	83.698	84.68	88.662	92.905	94.949	96.651	99.802	100	100.593	101.648	103.511	105.284	107.318	109.592	111.709	2015
3877	NGDPRPC	UVK																																												
3878	NGDPPC	UVK																																												
3879	NGDPDPC	UVK																																												
3880	NGAP_NPGDP	UVK																																												
3881	PPPGDP	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7.615	8.187	8.254	8.875	9.359	10.031	10.691	11.887	12.664	13.219	13.823	14.726	15.419	16.207	16.699	17.57	18.442	19.509	20.672	21.883	23.173	24.588	26.104	2015
3882	PPPPC	UVK																																												
3883	PPPSH	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.015	0.016	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.016	0.015	0.016	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.016	2011
3884	PPPEX	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.317	0.346	0.347	0.334	0.311	0.299	0.292	0.291	0.307	0.308	0.318	0.327	0.328	0.329	0.333	0.331	0.328	0.324	0.323	0.322	0.321	0.322	0.321	2015
3885	NID_NGDP	UVK																																												
3886	NGSD_NGDP	UVK																																												
3887	PCPI	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	68.152	76.1	78.813	79.05	78.215	77.125	77.605	80.987	88.56	86.425	89.433	95.994	98.372	100.11	100.54	100	100.273	101.182	102.99	104.989	107.231	109.614	111.806	2015
3888	PCPIPCH	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11.662	3.565	0.3	-1.055	-1.394	0.622	4.358	9.35	-2.41	3.481	7.336	2.477	1.767	0.429	-0.537	0.273	0.906	1.787	1.941	2.136	2.222	2	2015
3889	PCPIE	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	79.897	80.291	77.297	77.848	78.715	86.988	87.382	87.461	93.213	96.522	100.068	100.577	100.134	100	101.295	102.313	104.188	106.306	108.668	111.083	113.097	2015
3890	PCPIEPCH	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.493	-3.729	0.714	1.113	10.511	0.453	0.09	6.577	3.55	3.673	0.508	-0.441	-0.134	1.295	1.005	1.833	2.033	2.222	2.222	1.813	2015
3891	FLIBOR6	UVK																																												
3892	TM_RPCH	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-17.686	-4.875	13.81	23.518	4.28	6.385	17.714	18.669	-2.562	3.101	10.72	-14.093	0.692	8.367	-13.37	6.634	0.237	3.504	5.326	6.033	5.695	3.765	2015
3893	TMG_RPCH	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-18.291	-7.397	5.856	15.162	5.531	7.66	22.194	22.351	-3.62	0.392	12.246	-13.1	1.285	4.687	-14.198	7.596	0.95	4.213	5.792	6.494	5.726	1.671	2015
3894	TX_RPCH	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	60.182	-32.941	-5.05	123.629	8.337	33.034	23.69	11.083	14.228	12.793	29.513	-6.819	0.965	4.084	-13.226	5.537	2.786	2.659	5.934	4.09	3.74	5.399	2015
3895	TXG_RPCH	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-50.476	168.876	53.901	105.838	7.212	81.285	54.197	22.721	-23.767	53.632	5.854	-19.478	4.88	7.785	-16.655	2.329	3.591	0.666	4.582	1.907	5.367	7.689	2015
3896	LUR	UVK																																												
3897	LE	UVK																																												
3898	LP	UVK																																												
3899	GGR	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.035	0.249	0.362	0.509	0.59	0.615	0.628	0.72	0.898	0.943	1.151	1.164	1.305	1.322	1.312	1.334	1.457	1.595	1.682	1.766	1.86	1.967	2.087	2.216	2015
3900	GGR_NGDP	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10.302	12.804	17.794	19.876	21.117	20.919	23.062	25.947	24.29	28.29	26.443	27.104	26.128	24.639	23.963	25.092	26.364	26.579	26.443	26.427	26.41	26.394	26.425	2015
3901	GGX	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.044	0.204	0.239	0.402	0.543	0.749	0.72	0.634	0.655	0.95	1.177	1.262	1.389	1.451	1.48	1.476	1.568	1.686	1.841	1.951	2.01	2.089	2.244	2.385	2015
3902	GGX_NGDP	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.444	8.46	14.032	18.29	25.701	23.992	20.318	18.915	24.478	28.925	28.668	28.856	28.685	27.786	26.517	27.001	27.856	29.085	29.214	28.555	28.052	28.373	28.448	2015
3903	GGXCNL	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.009	0.045	0.123	0.108	0.047	-0.133	-0.092	0.086	0.243	-0.007	-0.026	-0.098	-0.084	-0.129	-0.168	-0.142	-0.111	-0.09	-0.159	-0.185	-0.15	-0.122	-0.156	-0.17	2015
3904	GGXCNL_NGDP	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.858	4.344	3.762	1.587	-4.583	-3.073	2.744	7.031	-0.188	-0.635	-2.225	-1.752	-2.556	-3.147	-2.554	-1.909	-1.492	-2.505	-2.771	-2.129	-1.642	-1.979	-2.022	2015
3905	GGSB	UVK																																												
3906	GGSB_NPGDP	UVK																																												
3907	GGXONLB	UVK																																												
3908	GGXONLB_NGDP	UVK																																												
3909	GGXWDN	UVK																																												
3910	GGXWDN_NGDP	UVK																																												
3911	GGXWDG	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.895	0.859	0.823	0.249	0.688	0.668	0.805	0.864	0.931	1.099	1.245	1.486	1.636	1.697	1.808	1.944	2.091	2015
3912	GGXWDG_NGDP	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	28.674	24.813	21.201	6.13	15.628	13.88	15.915	16.216	16.717	18.92	20.577	23.477	24.496	24.109	24.272	24.582	24.941	2015
3913	NGDP_FY	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.417	2.831	2.862	2.967	2.912	3.003	3.12	3.461	3.883	4.07	4.402	4.815	5.059	5.327	5.568	5.807	6.052	6.329	6.68	7.038	7.447	7.909	8.384	2015
3914	BCA	UVK	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.45	-0.148	-0.181	-0.271	-0.26	-0.308	-0.284	-0.485	-0.925	-0.522	-0.679	-0.853	-0.377	-0.254	-0.521	-0.548	-0.651	-0.738	-0.795	-0.802	-0.831	-0.834	-0.873	2015
